target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy,evidence_level,result_type
action_history,23,bandit,False,0.2356847021642397,0.4936534877685158,0.907968310294285,1.0,2,information_access_loto
action_history,23,debugging,False,0.2730461869165447,0.5481549351641832,0.5385030968463391,1.0,2,information_access_loto
action_history,23,foraging,False,0.182251945391488,0.4917367953700354,0.9105083198079492,1.0,2,information_access_loto
action_history,23,solvability,False,0.0855706371793242,0.3282759735287339,1.647291335769437,1.0,2,information_access_loto
action_history,24,bandit,False,0.2156545385181397,0.4776372297183943,0.9317631419457844,1.0,2,information_access_loto
action_history,24,debugging,False,0.2523183084716413,0.5242557363135335,0.5538576166696687,1.0,2,information_access_loto
action_history,24,foraging,False,0.1621804888038048,0.4764296207954744,0.932856557887829,1.0,2,information_access_loto
action_history,24,solvability,False,0.0844250653417377,0.3352827996488525,1.6493550168357762,1.0,2,information_access_loto
action_history,25,bandit,False,0.2304126688711606,0.4939616967559286,0.9142312219152964,1.0,2,information_access_loto
action_history,25,debugging,False,0.2663107320406225,0.5318972926800953,0.5434924967835487,1.0,2,information_access_loto
action_history,25,foraging,False,0.1744122862250007,0.4870708814668822,0.919237261265306,1.0,2,information_access_loto
action_history,25,solvability,False,0.1047636279809651,0.374997202314899,1.6127162786458114,1.0,2,information_access_loto
action_history,26,bandit,False,0.2447273822200777,0.5986870314977399,0.8972260590871197,1.0,2,information_access_loto
action_history,26,debugging,False,0.1799472440525538,0.4688050677070263,0.6074676832383277,1.0,2,information_access_loto
action_history,26,foraging,False,0.1871394800149909,0.5457022089112532,0.9050663735838406,1.0,2,information_access_loto
action_history,26,solvability,False,0.063431153007616,0.3517528997549607,1.6871743294016217,1.0,2,information_access_loto
action_history,27,bandit,False,0.4463687704630494,0.6910815757805747,0.6576861845264683,1.0,2,information_access_loto
action_history,27,debugging,False,0.4390207971037158,0.6632772722973348,0.4155546509133719,1.0,2,information_access_loto
action_history,27,foraging,False,0.3337321811481388,0.6304261257391676,0.7418451060398286,1.0,2,information_access_loto
action_history,27,solvability,False,0.2380386688133984,0.6297147534576041,1.3726290406765744,1.0,2,information_access_loto
action_history,28,bandit,False,0.4419425954637035,0.6916702115362299,0.6629442588403054,1.0,2,information_access_loto
action_history,28,debugging,False,0.4407974475672491,0.6661273253278795,0.4142385676087557,1.0,2,information_access_loto
action_history,28,foraging,False,0.3313841993609612,0.6339232591811194,0.7444594283117492,1.0,2,information_access_loto
action_history,28,solvability,False,0.2306226164242678,0.6404219689554919,1.3859886279152691,1.0,2,information_access_loto
action_history,29,bandit,False,0.4577518801482501,0.7033029839315538,0.6441636200873786,1.0,2,information_access_loto
action_history,29,debugging,False,0.4605684047059564,0.6810385330045424,0.3995929031178428,1.0,2,information_access_loto
action_history,29,foraging,False,0.3463535314403267,0.6473872502545943,0.7277920680857987,1.0,2,information_access_loto
action_history,29,solvability,False,0.2372570487823614,0.663177292994538,1.3740370837221514,1.0,2,information_access_loto
action_history,30,bandit,False,0.511332017662004,0.758867877422809,0.5805130990766733,1.0,2,information_access_loto
action_history,30,debugging,False,0.5053428921525044,0.7277957138405351,0.3664254587551765,1.0,2,information_access_loto
action_history,30,foraging,False,0.3817698363533032,0.7011995224986478,0.6883583573011756,1.0,2,information_access_loto
action_history,30,solvability,False,0.2708869654883812,0.7571800573751957,1.3134547438882782,1.0,2,information_access_loto
