target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2,evidence_level,result_type,mechanistic_claim_permitted
contextual_outcome_history,11,test,0.0013156094795306,0.1235288551227158,2.5868812798446386,1.0,-0.0183737560688655,2,information_access,False
contextual_outcome_history,11,transfer,-0.1867748345960849,0.0653951053499653,2.061889411240186,,-0.1867748345960844,2,information_access,False
contextual_outcome_history,12,validation,-0.0008835444183692,-0.033537411372898,2.5598483195000417,0.0,-0.0431283252819709,2,information_access,False
contextual_outcome_history,12,test,-0.01016032940479,-0.0352556691509551,2.616607279119564,0.0,-0.0273103343961629,2,information_access,False
contextual_outcome_history,12,transfer,-0.0996155392090878,0.0022934211835289,1.910459819871433,,-0.0996155392090876,2,information_access,False
contextual_outcome_history,13,validation,-0.0012480313620935,0.0085417551180463,2.560780527143554,0.0,-0.0287107694688631,2,information_access,False
contextual_outcome_history,13,test,-0.0095256479326597,0.0030482727920761,2.614963270627489,0.0,-0.0224752934271505,2,information_access,False
contextual_outcome_history,13,transfer,-0.0696501149004209,-0.0147493388357342,1.858398224626714,,-0.0696501149004205,2,information_access,False
contextual_outcome_history,14,validation,0.001797315119684,0.0585169810624942,2.5529917837706133,1.0,-0.0600202078581286,2,information_access,False
contextual_outcome_history,14,test,-0.0091758682481695,0.054242829698087,2.614057240127297,1.0,-0.0313742770097356,2,information_access,False
contextual_outcome_history,14,transfer,-0.1327571501966646,0.0565968434110558,1.968039686561127,,-0.1327571501966643,2,information_access,False
contextual_outcome_history,15,validation,0.0107823807948278,0.1119681954704564,2.5300116824417613,1.0,-0.0980584992070387,2,information_access,False
contextual_outcome_history,15,test,-0.0012831458221498,0.1123189078654544,2.5936128073468465,1.0,-0.0331619751338242,2,information_access,False
contextual_outcome_history,15,transfer,-0.2104315981108764,0.0775739660895244,2.102990409317857,,-0.210431598110876,2,information_access,False
contextual_outcome_history,16,validation,0.0204824411249311,0.1491588171426581,2.5052029189512064,1.0,-0.1261249692486999,2,information_access,False
contextual_outcome_history,16,test,0.0063295957369531,0.1457211433271919,2.5738936059510227,1.0,-0.0332934484952148,2,information_access,False
contextual_outcome_history,16,transfer,-0.2437606723758754,0.1307018784459121,2.160895972622819,,-0.243760672375875,2,information_access,False
contextual_outcome_history,17,validation,0.0672664006527705,0.2648467007739208,2.385548798504564,1.0,-0.2824177434128114,2,information_access,False
contextual_outcome_history,17,test,0.0389019218313462,0.2419932839326596,2.48952186507434,1.0,-0.0392499134297839,2,information_access,False
contextual_outcome_history,17,transfer,-0.2047276518443743,0.2487013719912435,2.093080436451617,,-0.2047276518443742,2,information_access,False
contextual_outcome_history,18,validation,0.0591288175797015,0.2486958462655401,2.406361388011661,1.0,-0.2636605646154383,2,information_access,False
contextual_outcome_history,18,test,0.0295013895627497,0.2224314267571867,2.5138719612378884,1.0,-0.04592746573233,2,information_access,False
contextual_outcome_history,18,transfer,-0.2384451792214468,0.1903489238709474,2.1516608938773496,,-0.2384451792214467,2,information_access,False
contextual_outcome_history,19,validation,0.1286572478605188,0.3616296548047101,2.228536268991192,1.0,-0.2672312077743351,2,information_access,False
contextual_outcome_history,19,test,0.0644661490999038,0.2976895960478115,2.423303126118922,1.0,-0.0249885726629505,2,information_access,False
contextual_outcome_history,19,transfer,-0.1060628979568234,0.2418310567501197,1.9216613893224292,,-0.1060628979568231,2,information_access,False
contextual_outcome_history,20,validation,0.1293456923571896,0.360365946128839,2.226775511211029,1.0,-0.2242142687925333,2,information_access,False
contextual_outcome_history,20,test,0.0578034055403877,0.2837710719494988,2.4405615580621065,1.0,-0.0244481009620846,2,information_access,False
contextual_outcome_history,20,transfer,-0.0859589139350645,0.246708817028426,1.8867329508606256,,-0.0859589139350644,2,information_access,False
contextual_outcome_history,21,validation,0.1211202560685689,0.3486876340334651,2.24781279309862,1.0,-0.2067773278713236,2,information_access,False
contextual_outcome_history,21,test,0.0533923855679594,0.2735845757062699,2.451987374966833,1.0,-0.0258099589840694,2,information_access,False
contextual_outcome_history,21,transfer,-0.1005898814923669,0.2538043236226001,1.9121526313283763,,-0.1005898814923667,2,information_access,False
contextual_outcome_history,22,validation,0.1361765725104623,0.3693869913715081,2.2093049301643366,1.0,-0.1799996877563803,2,information_access,False
contextual_outcome_history,22,test,0.0714326234724584,0.2975899835874657,2.405257943564816,1.0,0.0047232971677267,2,information_access,False
contextual_outcome_history,22,transfer,-0.0419903236702672,0.2685538322460762,1.8103424106744588,,-0.0419903236702671,2,information_access,False
contextual_outcome_history,23,validation,0.1048639777049943,0.3252240435162153,2.289389664935896,1.0,-0.1525562094939736,2,information_access,False
contextual_outcome_history,23,test,0.0542869411865897,0.2660573764330805,2.449670217308638,1.0,-0.0069368634632061,2,information_access,False
