architecture,variant,task_family,parameter,mu,ontology_effect,random_effect,estimate,bootstrap_estimate,ci_low,ci_high,probability_positive,intervention_derivative
latent_context,M4,debugging,factor_continuation_cost,-0.12034828685201598,-0.010796090381337914,-0.03311713760505113,-0.16426151483840504,-0.16534991456830642,-0.18757450986771504,-0.1468867249083758,0.0,-0.16426151483840504
latent_context,M4,debugging,factor_continuation_cost__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,debugging,factor_progress_evidence,0.26004380015174955,0.09651474529743026,-0.03115850712152911,0.3254000383276507,0.3210644758814085,0.30435088316871345,0.34098260721934115,1.0,0.3254000383276507
latent_context,M4,debugging,factor_progress_evidence__available,-0.26183840507723055,-0.016889603296659922,-0.06646963835130304,-0.3451976467251935,-0.34967070183727605,-0.357155060538231,-0.34084770469464576,0.0,-0.3451976467251935
latent_context,M4,debugging,factor_success_evidence,0.47078227913094745,0.04418208443602749,-0.021336107459554027,0.4936282561074209,0.49155207948261276,0.4701527060181537,0.5117828467379609,1.0,0.4936282561074209
latent_context,M4,debugging,factor_success_evidence__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,debugging,factor_uncertainty,0.006101773841903522,-0.018757490894747788,0.010327786892269533,-0.002327930160574733,-0.001641453484283126,-0.027932168935260973,0.019415022790414273,0.48,-0.002327930160574733
latent_context,M4,debugging,factor_uncertainty__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,debugging,factor_prior_investment,-0.09435473907641004,-0.0022630587247958814,-0.006113502789770393,-0.10273130059097631,-0.10527109071286045,-0.12480170751947554,-0.0855119593167349,0.0,-0.10273130059097631
latent_context,M4,debugging,factor_prior_investment__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,debugging,factor_controllability,0.06836982573981731,0.0018114493208349954,0.0008449480963629929,0.0710262231570153,0.07227933290671142,0.05391089784104578,0.08628792288601592,1.0,0.0710262231570153
latent_context,M4,debugging,factor_controllability__available,0.3679592699340157,-0.37260121352995706,-0.09079035844953331,-0.0954323020454747,-0.09874988740379127,-0.10843895418036725,-0.08617380285866041,0.0,-0.0954323020454747
latent_context,M4,debugging,factor_environmental_stability,0.09741657564004534,0.09767810470308111,0.011380902041083541,0.20647558238421,0.20669120441272473,0.18626181625187727,0.2286501664163905,1.0,0.20647558238421
latent_context,M4,debugging,factor_environmental_stability__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,debugging,factor_goal_continuity,0.04750828170580312,0.0006750911724518627,0.011594668829007603,0.05977804170726258,0.059025973683766574,0.040061757539215946,0.07960823585238157,1.0,0.05977804170726258
latent_context,M4,debugging,factor_goal_continuity__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,debugging,context_relevant_outcome_kernel,0.2752524289260659,0.014541045801080218,-0.024225363188986798,0.2655681115381593,0.26372502173411144,0.24330720845302584,0.2911353404291058,1.0,0.2655681115381593
latent_context,M4,debugging,context_relevant_outcome_kernel__available,-0.03928713244468286,-0.017396115708508443,-0.022062009051992567,-0.07874525720518387,-0.07909123880054701,-0.08414338049147028,-0.07355649500170815,0.0,-0.07874525720518387
latent_context,M4,debugging,context_relevant_outcome_kernel*factor_goal_continuity,-0.009589205660347516,0.008382538560135511,-0.01003845937707025,-0.011245126477282255,-0.012448681289076842,-0.03645036242436883,0.009710033306069428,0.17,-0.011245126477282255
latent_context,M4,debugging,context_relevant_outcome_kernel*factor_goal_continuity__available,-0.03928713244468152,-0.01739611570850831,-0.022062009051992595,-0.07874525720518243,-0.07909123880054766,-0.08414338049143456,-0.0735564950016988,0.0,-0.07874525720518243
latent_context,M4,debugging,context_relevant_outcome_kernel*factor_environmental_stability,-0.010724661908705,0.007990727451995947,0.0021524706776657352,-0.0005814637790433176,0.00022144159619578887,-0.026603342489732902,0.019416260308189947,0.55,-0.0005814637790433176
latent_context,M4,debugging,context_relevant_outcome_kernel*factor_environmental_stability__available,-0.03928713244468076,-0.01739611570850829,-0.02206200905199259,-0.07874525720518163,-0.07909123880055198,-0.08414338049144758,-0.07355649500170022,0.0,-0.07874525720518163
latent_context,M4,debugging,response_mapping,-0.007012257612976578,0.03484556375841988,-0.016672732033931412,0.011160574111511886,0.00948358276222164,-0.00014007297827552616,0.019994343449800236,0.97,0.011160574111511886
latent_context,M4,debugging,response_mapping__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,intercept,-0.2982846885188987,0.08274329797177346,0.017116242135083993,-0.19842514841204126,-0.19775648373166949,-0.21081071428522496,-0.18196642449673187,0.0,-0.19842514841204126
latent_context,M4,effort,factor_continuation_value,0.24265650227059227,0.06632603223618921,0.02668739794636196,0.3356699324531434,0.3367591154542252,0.31679173918993986,0.35692639772631896,1.0,0.3356699324531434
latent_context,M4,effort,factor_continuation_value__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_disengagement_value,-0.40367866915530387,0.030449776952211016,-0.04413250239796336,-0.4173613946010562,-0.42352071854338563,-0.4438441050995128,-0.3996330547610724,0.0,-0.4173613946010562
latent_context,M4,effort,factor_disengagement_value__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_continuation_cost,-0.12034828685201598,-0.04532426569012876,-5.872457040901677e-05,-0.16573127711255375,-0.16606664397964338,-0.18758316928479507,-0.14649091877057763,0.0,-0.16573127711255375
latent_context,M4,effort,factor_continuation_cost__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_progress_evidence,0.26004380015174955,0.0070984501784736795,0.011808485068685235,0.27895073539890847,0.27974862658903077,0.26398840256943074,0.2961291261285513,1.0,0.27895073539890847
latent_context,M4,effort,factor_progress_evidence__available,-0.26183840507723055,0.07469752746487647,0.010750812746986464,-0.17639006486536762,-0.1776736928183727,-0.18423729856762644,-0.1696850433685137,0.0,-0.17639006486536762
latent_context,M4,effort,factor_success_evidence,0.47078227913094745,0.05419873550163716,0.01672591220352238,0.541706926836107,0.5429302088412565,0.5190434237415452,0.5639028216682251,1.0,0.541706926836107
latent_context,M4,effort,factor_success_evidence__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_uncertainty,0.006101773841903522,-0.02786498020317359,-0.011043606673663588,-0.03280681303493366,-0.03310359149598059,-0.05221348778685654,-0.014956579090691332,0.0,-0.03280681303493366
latent_context,M4,effort,factor_uncertainty__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_prior_investment,-0.09435473907641004,0.031011229855656578,0.007375085747910102,-0.055968423472843365,-0.057065789048415964,-0.0752245799819141,-0.03902107199777585,0.0,-0.055968423472843365
latent_context,M4,effort,factor_prior_investment__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_controllability,0.06836982573981731,0.04992204757783754,0.009379563412720206,0.12767143673037507,0.12762977591725566,0.11248953001180624,0.1413203495447383,1.0,0.12767143673037507
latent_context,M4,effort,factor_controllability__available,0.3679592699340157,-0.16957981162336166,0.01468445093329203,0.21306390924394605,0.21403902406760011,0.2040047712057971,0.22464599588830333,1.0,0.21306390924394605
latent_context,M4,effort,factor_environmental_stability,0.09741657564004534,-0.008312329167284067,-0.007794864921499411,0.08130938155126186,0.08040300082956309,0.06150733482731311,0.09840750673106646,1.0,0.08130938155126186
latent_context,M4,effort,factor_environmental_stability__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,factor_goal_continuity,0.04750828170580312,-0.033385155028640576,-0.012367027688786718,0.0017560989883758232,-0.00041363066897791864,-0.0192880249129821,0.022480521865635972,0.47,0.0017560989883758232
latent_context,M4,effort,factor_goal_continuity__available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latent_context,M4,effort,context_relevant_outcome_kernel,0.2752524289260659,0.03901769524412664,0.009355924522330625,0.32362604869252315,0.3249102686995887,0.31189819418484105,0.3400272175365098,1.0,0.32362604869252315
latent_context,M4,effort,context_relevant_outcome_kernel__available,-0.03928713244468286,-0.013888986615818517,0.00664877818539078,-0.046527340875110595,-0.04681589305447465,-0.05198041705374933,-0.04188844795389553,0.0,-0.046527340875110595
latent_context,M4,effort,context_relevant_outcome_kernel*factor_goal_continuity,-0.009589205660347516,0.00206809833568275,0.003365403318747104,-0.004155704005917662,-0.004181443188478956,-0.02535952489434965,0.017161994127270267,0.33,-0.004155704005917662
latent_context,M4,effort,context_relevant_outcome_kernel*factor_goal_continuity__available,-0.03928713244468152,-0.013888986615818959,0.006648778185390781,-0.0465273408751097,-0.04681589305447648,-0.05198041705374034,-0.041888447953892696,0.0,-0.0465273408751097
latent_context,M4,effort,context_relevant_outcome_kernel*factor_environmental_stability,-0.010724661908705,0.00615519153350561,-0.004602047756708461,-0.009171518131907851,-0.009186146076867026,-0.03249444187169839,0.012113259896706587,0.2,-0.009171518131907851
latent_context,M4,effort,context_relevant_outcome_kernel*factor_environmental_stability__available,-0.03928713244468076,-0.01388898661581911,0.006648778185390782,-0.04652734087510909,-0.04681589305448084,-0.051980417053744024,-0.041888447953917454,0.0,-0.04652734087510909
latent_context,M4,effort,response_mapping,-0.007012257612976578,-0.03600564039296781,-0.0035571793333196875,-0.046575077339264075,-0.046737224057943845,-0.0563145958275586,-0.03886793556086762,0.0,-0.046575077339264075
