layer,random_index,split,r2,pearson_r,mse
30,60,validation,0.000407072799086694,0.04757887907337143,0.8981461578961116
30,61,validation,0.0032403947422481316,0.06565604179826563,0.8956003843636208
30,62,validation,0.03859401446036048,0.20707953262937348,0.8638347357145676
30,63,validation,0.012185918149171693,0.12498272167769604,0.8875627249728164
30,64,validation,-0.0007897264955878391,0.020165698381944125,0.8992214963254208
30,65,validation,0.0017851877115241388,0.055509927042568116,0.8969079052233851
30,66,validation,-0.000539059443408707,0.038829465217475954,0.8989962689916737
30,67,validation,-0.00025133744567962246,0.028084461194722563,0.8987377473477419
30,68,validation,0.003157524491586683,0.07381186234414527,0.8956748442714594
30,69,validation,0.002942920155896922,0.06601862244597859,0.8958676688246575
30,70,validation,-0.0002086297755912181,0.03410077288067438,0.8986993739971922
30,71,validation,0.004256777555962432,0.08513272172449628,0.8946871522925962
30,72,validation,-0.0009450692369878944,-0.005659070093880668,0.8993610736298903
30,73,validation,-0.0005508998514209829,0.030371590415041814,0.8990069077393826
30,74,validation,0.0012054800189751358,0.04898952046212495,0.8974287794938982
30,75,validation,-0.0009589034721317891,-0.0360947419731202,0.8993735038550388
30,76,validation,0.007794656299432656,0.09993512920701825,0.8915083260783613
30,77,validation,0.035439567704085295,0.2104098517884238,0.8666690437186967
30,78,validation,0.009268133798706168,0.11350900971766661,0.890184388984864
30,79,validation,0.012301845448521531,0.11709495708859514,0.8874585629127687
30,80,validation,0.00018062631084814207,0.04175824689975002,0.8983496227645057
30,81,validation,0.02849216336094229,0.19300228025162422,0.8729113693177958
30,82,validation,0.002426221095183756,0.057458730671214917,0.8963319290885507
30,83,validation,0.004363835176820818,0.07921517877626534,0.894590959744379
30,84,validation,0.00667149884603746,0.0884711402787285,0.8925174964356427
30,85,validation,-0.00040133645755480174,0.02502454262348657,0.8988725232475487
30,86,validation,0.005264287302311765,0.08497953820486398,0.8937818927783454
30,87,validation,-0.0012485608873606946,-0.005147917573672791,0.8996337644946597
30,88,validation,0.011816134893877561,0.11840721538743419,0.8878949796346483
30,89,validation,0.0002606988000007915,0.03502821422551963,0.8982776766787256
30,90,validation,0.003350894100515367,0.06328739639187987,0.8955010993733242
30,91,validation,-0.00016376584638178038,0.034761636680177184,0.8986590632221246
