target,layer,random_index,split,r2,pearson_r,mse
action_history,28,68,test,-0.0023448616679278,0.02982644868449274,1.172329657801725
action_history,28,69,test,-0.00041082637359957097,0.07817311822108503,1.1700676349975143
action_history,28,70,test,0.007009084233809415,0.10942327393065503,1.161389402987796
action_history,28,71,test,-0.0027948087138292,0.033219630462663775,1.1728559100792821
action_history,28,72,test,0.009837702233617795,0.1167960614734081,1.1580810877575978
action_history,28,73,test,0.0014233747451356527,0.07463141946979823,1.1679223769609857
action_history,28,74,test,-0.002384936165245044,0.058594687432680495,1.1723765284183392
action_history,28,75,test,0.0014389737583224704,0.07038771542957184,1.1679041325558006
action_history,28,76,test,0.0006892595867871165,0.06292323478853701,1.168780988607821
action_history,28,77,test,-0.004036328626686014,0.0067535926757663475,1.1743079758006265
action_history,28,78,test,0.028697936718229844,0.19260703835623574,1.1360224000893502
action_history,28,79,test,0.006210626255764851,0.10319289693885696,1.162323269168955
action_history,28,80,test,-0.0027219255129795616,0.030923336892052435,1.17277066682501
action_history,28,81,test,-0.0012311214734295195,0.04446582540735915,1.171027041595439
action_history,28,82,test,0.0008450862766262723,0.06443037226407253,1.1685987357156662
action_history,28,83,test,-0.0019955432489091596,0.04128914310885998,1.1719210994718599
action_history,28,84,test,0.004334140366793027,0.10436481716446452,1.1645179829288754
action_history,28,85,test,0.0021934164777058784,0.0672006441350876,1.1670217460550367
action_history,28,86,test,-0.002023251908581214,0.07840701180046784,1.1719535071638167
action_history,28,87,test,0.000691677981552008,0.06470486765902893,1.16877816008441
action_history,28,88,test,-0.0010809423365090165,0.05330134114628993,1.1708513940085377
action_history,28,89,test,0.02207182246067063,0.15331373551927271,1.1437722180982872
action_history,28,90,test,-0.0026403459958745934,0.027027824084482795,1.1726752524711
action_history,28,91,test,0.004028114682175898,0.08631875237578529,1.1648759066334262
action_history,28,92,test,0.0027523531899426024,0.08142950982714893,1.1663680208655856
action_history,28,93,test,0.05899381641602042,0.25720056155306376,1.1005887288678384
action_history,28,94,test,-0.0028760682765871515,0.047249713610721236,1.1729509502187037
action_history,28,95,test,-0.003219775842452366,0.029083843609291223,1.1733529461668886
action_history,28,96,test,0.035787440849268215,0.20007500714422077,1.127730607244626
action_history,28,97,test,-0.002424927968835311,0.025056675833947807,1.1724233023174342
action_history,28,98,test,-0.005647745241746049,-0.007399705670152199,1.1761926679471655
action_history,28,99,test,-0.00405036442550899,0.02487365607486035,1.1743243918903978
action_history,28,0,transfer,-0.01624404359655851,0.06869260851088585,1.7656111097441827
action_history,28,1,transfer,-0.011099779412741206,0.0005199866323610846,1.7566735223097094
action_history,28,2,transfer,-0.004503510295325475,0.11976284319728966,1.7452132376369902
action_history,28,3,transfer,-0.006250753242319496,0.09211442246395343,1.748248878119287
action_history,28,4,transfer,-0.001182089368778172,0.031406872513283716,1.7394426378238839
action_history,28,5,transfer,0.001739769908711608,0.21036469462063262,1.7343662319802762
action_history,28,6,transfer,-0.015399378384945095,-0.016645435913430293,1.7641435977906945
action_history,28,7,transfer,-0.010575949571534071,-0.04126848586132815,1.7557634261639277
action_history,28,8,transfer,0.003314659493450778,0.09600928723124318,1.7316300363145236
action_history,28,9,transfer,-0.01826893010366315,-0.2048331065199221,1.7691291250628873
action_history,28,10,transfer,-0.009749583669794726,0.014922764263116608,1.7543277072280892
action_history,28,11,transfer,-0.008402501926103367,0.027367933716011178,1.7519873023741745
action_history,28,12,transfer,-0.01375633266394094,0.031186385530187398,1.7612889884110854
action_history,28,13,transfer,-0.01451318360167897,0.007320879330084894,1.7626039328208565
action_history,28,14,transfer,-0.015712961850358642,-0.03888439984219172,1.7646884142192432
action_history,28,15,transfer,-0.014370818731684443,-0.024686818179877737,1.76235658967756
action_history,28,16,transfer,-0.007003604179269152,0.13284972206659987,1.7495568729721331
action_history,28,17,transfer,-0.04430754183178709,0.05456526368406969,1.8143683197614218
action_history,28,18,transfer,0.055609904899465046,0.3235976969815384,1.6407728580043963
action_history,28,19,transfer,-0.009383886543107955,0.2134287634779563,1.7536923491034848
action_history,28,20,transfer,-0.00647128972873845,0.014512893652778172,1.748632035760386
action_history,28,21,transfer,-0.0026225567086219925,0.05449696436125386,1.7419452897749357
action_history,28,22,transfer,0.03711517420758115,0.2465752102284401,1.672905397611468
action_history,28,23,transfer,-0.013408918876413267,-0.054136971886537336,1.760685395556788
action_history,28,24,transfer,-0.00916962208648786,-0.09277093684673567,1.7533200884172693
