target,layer,split,r2,pearson_r,mse,contrast_sign_accuracy,task_macro_r2
outcome_history,24,test,0.009716334502891888,0.16273135343910292,2.905131306067506,1.0,-0.015592084266898537
outcome_history,24,transfer,-0.31364071984045805,0.420147897228966,2.282304790642813,1.0,-0.31364071984045777
outcome_history,25,validation,0.020922611929844015,0.16623945118643677,2.966384574192574,1.0,-0.15438987667864074
outcome_history,25,test,0.005023461930259487,0.14663108773637204,2.9188984835956706,1.0,-0.02558501432981422
outcome_history,25,transfer,-0.3229909200720369,0.42179283452731786,2.2985497246340443,1.0,-0.32299092007203684
outcome_history,26,validation,0.019850770025295894,0.16350954290730127,2.9696320144157538,1.0,-0.1650616885115524
outcome_history,26,test,0.0035617867112235357,0.1436854577138859,2.9231865058927893,1.0,-0.029952875275369023
outcome_history,26,transfer,-0.31908822955897564,0.42601419914772304,2.29176923349988,1.0,-0.31908822955897537
outcome_history,27,validation,0.0257675077345223,0.18302105157417095,2.951705628121829,1.0,-0.16067102494112062
outcome_history,27,test,0.008943255124865934,0.1655512925374629,2.907399239167312,1.0,-0.01882831273706076
outcome_history,27,transfer,-0.25674590187456525,0.4709081567157989,2.183456366073515,1.0,-0.25674590187456503
outcome_history,28,validation,0.02361142212869538,0.17674751214885415,2.9582380832267012,1.0,-0.18786616279782042
outcome_history,28,test,0.004971804669334334,0.15494942069753104,2.919050027169626,1.0,-0.03040572258024371
outcome_history,28,transfer,-0.2754911120384591,0.46630041793391425,2.216024085932151,1.0,-0.2754911120384589
outcome_history,29,validation,0.020292142791892065,0.16651230559346095,2.968294754070195,1.0,-0.19603266340634976
outcome_history,29,test,0.0018137262570430135,0.14351674215947222,2.928314678079482,1.0,-0.03685095045196826
outcome_history,29,transfer,-0.2800077307103317,0.4668871375786941,2.2238712090280104,1.0,-0.28000773071033147
outcome_history,30,validation,0.02314494978220072,0.17606169662310645,2.959651389661708,1.0,-0.21391759553618106
outcome_history,30,test,0.0034737132172280027,0.15251540263941094,2.923444881420485,1.0,-0.03837667487737845
outcome_history,30,transfer,-0.23822828233940507,0.4708608953970498,2.1512840596444556,1.0,-0.23822828233940463
outcome_history,31,validation,0.15076312103301692,0.40071939733364026,2.5729969952309775,1.0,-0.0809150232674535
outcome_history,31,test,0.133829287861857,0.3902134315747272,2.5410291413502604,1.0,0.13034560271970955
outcome_history,31,transfer,0.05137258935100453,0.43579532300786494,1.6481347229570014,1.0,0.051372589351004784
