target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy
outcome_history,6,debugging,False,0.15024206564694187,0.47333254827454924,2.692621606513576,1.0
outcome_history,6,foraging,False,0.19243300051897871,0.5210049518488601,2.7578261473650243,1.0
outcome_history,6,solvability,False,-0.058484370855991674,0.7515364143802705,1.9067980579494734,1.0
outcome_history,7,bandit,False,0.25946463186320845,0.6128890859798626,1.9783076061377798,1.0
outcome_history,7,debugging,False,0.10466774287832536,0.45668095797636993,2.8370326219663777,1.0
outcome_history,7,foraging,False,0.19437991506844043,0.5733231528890723,2.751177470716967,1.0
outcome_history,7,solvability,False,-1.6422875997855342,0.8160589914370074,4.7599274987315825,1.0
outcome_history,8,bandit,False,0.1426302355708967,0.6271158393341169,2.290425547817104,1.0
outcome_history,8,debugging,False,0.04267714574357573,0.39900383143889706,3.0334617631344254,1.0
outcome_history,8,foraging,False,0.13680063297617562,0.6096577093527947,2.947809638453641,1.0
outcome_history,8,solvability,False,-3.14290397627268,0.8039393380905557,7.463200660997443,1.0
outcome_history,9,bandit,False,-0.03319651881630681,-0.5493393955536965,2.7601389747961527,0.0
outcome_history,9,debugging,False,-0.0018303647755293362,0.03553063795339738,3.1744923785968293,1.0
outcome_history,9,foraging,False,0.009991705865967537,0.452516332656157,3.3808597446721733,1.0
outcome_history,9,solvability,False,-3.1294714258354475,0.8007719112900096,7.439002702300792,1.0
outcome_history,10,bandit,False,0.03494678734707868,0.6076399499414706,2.5780971349450965,1.0
outcome_history,10,debugging,False,0.01943334141445696,0.15670703964439633,3.107114231942272,1.0
outcome_history,10,foraging,False,0.090675952074453,0.5115880460592435,3.1053245580966995,1.0
outcome_history,10,solvability,False,-3.0330725496633475,0.8668384132444903,7.265345731130945,1.0
outcome_history,11,bandit,False,0.01532868313603164,0.43234315535732465,2.630506035922192,1.0
