layer,target_variable,theory,pair_split,global_cfr,correlation,slope,intercept,rmse,sign_accuracy,examples,thresholded_cfr_threshold,thresholded_cfr_retained,thresholded_cfr_fraction_retained,thresholded_cfr_median,thresholded_cfr_q25,thresholded_cfr_q75
1,outcome_history,latent_context,mech_pair_test,0.0014689164930514753,0.15693460164300055,0.031072353604528164,-0.037501799269800434,1.246599296157009,0.125,24,0.1,24,1.0,1.0557815843803553e-08,4.638435524562112e-09,1.2172293756274044e-08
1,outcome_history,latent_context,mech_pair_train,0.0098424693869118,0.17996864910617386,0.04485798109394789,-0.04850415579855805,1.2298706765215022,0.16666666666666666,24,0.1,24,1.0,1.0557815843803553e-08,4.382881196862698e-09,1.2797077453274852e-08
1,outcome_history,latent_context,mech_pair_validation,0.021988032540649072,-0.09694453134302684,-0.023176668336609536,0.04305093009711301,1.1451734099131514,0.22727272727272727,22,0.1,22,1.0,1.1475677685890417e-08,6.667418506189904e-09,1.7357050019484177e-08
1,outcome_history,latent_context,mech_task_holdout,-0.019143251931618588,-0.07944545133646205,-0.01303270769309009,0.0076222365926916355,0.7388140855273456,0.16666666666666666,18,0.1,13,0.7222222222222222,1.2307144525713909e-08,9.0806243635555e-09,2.496680984176436e-08
1,outcome_history,outcome_history,mech_pair_test,0.0002759865451835708,0.12593290368161722,0.028900944376134274,-0.03302220964635334,1.1744449189702406,0.125,24,0.1,24,1.0,1.2626712120322736e-08,5.903684652253105e-09,1.3188799941055152e-08
1,outcome_history,outcome_history,mech_pair_train,0.008831225165805034,0.14765120816934865,0.04140452491799682,-0.04210046337432062,1.1694089066197064,0.16666666666666666,24,0.1,24,1.0,1.2626712120322736e-08,5.526781338138775e-09,1.3188799941055152e-08
1,outcome_history,outcome_history,mech_pair_validation,0.023140153587747125,-0.07878075628543486,-0.02072292099087286,0.04003464530916391,1.1261834833975453,0.22727272727272727,22,0.1,22,1.0,1.2907756030688944e-08,5.903684652253105e-09,1.3188799941055152e-08
1,outcome_history,outcome_history,mech_task_holdout,-0.021804441792075302,-0.09826622052826704,-0.017339855638678542,0.010075579725724784,0.7182721054324335,0.16666666666666666,18,0.1,12,0.6666666666666666,1.46612009754854e-08,-0.06657324685826302,1.9274847495864833e-08
2,contextual_outcome_history,dual_history,mech_pair_test,,,0.0,-0.013888888888888885,0.041666666666666664,0.8888888888888888,18,0.1,0,0.0,,,
2,contextual_outcome_history,dual_history,mech_pair_train,,,0.0,0.006944444444444442,0.05103103630798288,0.8333333333333334,18,0.1,0,0.0,,,
2,contextual_outcome_history,dual_history,mech_pair_validation,,,0.0,0.020833333333333336,0.08838834764831845,0.5,18,0.1,0,0.0,,,
2,contextual_outcome_history,dual_history,mech_task_holdout,-0.0016686770628062675,0.21382233626653194,0.03434652745776575,-0.026491642114406255,0.7007536963075481,0.1111111111111111,18,0.1,12,0.6666666666666666,1.502037122458333e-08,1.0402221195526806e-08,1.963852125363985e-08
2,contextual_outcome_history,latent_context,mech_pair_test,-0.022746261286959335,0.23213626773098212,0.03890352654391391,-0.0553119252064818,1.1025894996698111,0.0,18,0.1,18,1.0,1.1698410906646473e-08,5.13954068193101e-09,1.209999428430919e-08
2,contextual_outcome_history,latent_context,mech_pair_train,0.008328128771813437,-0.10023810348995145,-0.022607912328578214,0.03131431213468854,1.0964007705303935,0.1111111111111111,18,0.1,18,1.0,1.1698410906646473e-08,5.13954068193101e-09,1.1960954338086083e-08
